v8-version,8,4,371,23,-node.84,0
code-creation,BytecodeHandler,1,21318,0x7ff6e8388fa0,524,ShiftLeftSmi
code-creation,BytecodeHandler,1,21333,0x7ff6e83891c0,524,ShiftRightSmi
code-creation,BytecodeHandler,1,21348,0x7ff6e83893e0,690,ShiftRightLogicalSmi
code-creation,BytecodeHandler,1,21363,0x7ff6e83896a0,613,Inc
code-creation,BytecodeHandler,1,21378,0x7ff6e8389920,613,Dec
code-creation,BytecodeHandler,1,21392,0x7ff6e8389ba0,621,Negate
code-creation,BytecodeHandler,1,21407,0x7ff6e8389e20,540,BitwiseNot
code-creation,BytecodeHandler,1,21422,0x7ff6e838a040,116,ToBooleanLogicalNot
code-creation,BytecodeHandler,1,21437,0x7ff6e838a0c0,44,LogicalNot
code-creation,BytecodeHandler,1,21454,0x7ff6e838a100,200,TypeOf
code-creation,BytecodeHandler,1,21477,0x7ff6e838a1e0,141,DeletePropertyStrict
code-creation,BytecodeHandler,1,21492,0x7ff6e838a280,133,DeletePropertySloppy
code-creation,BytecodeHandler,1,21510,0x7ff6e838a320,121,GetSuperConstructor
code-creation,BytecodeHandler,1,21527,0x7ff6e838a3a0,568,CallAnyReceiver
code-creation,BytecodeHandler,1,21543,0x7ff6e838a5e0,568,CallProperty
code-creation,BytecodeHandler,1,21562,0x7ff6e838a820,576,CallProperty0
code-creation,BytecodeHandler,1,21580,0x7ff6e838aa80,592,CallProperty1
code-creation,BytecodeHandler,1,21595,0x7ff6e838ace0,604,CallProperty2
code-creation,BytecodeHandler,1,21639,0x7ff6e838af40,572,CallUndefinedReceiver
code-creation,BytecodeHandler,1,21655,0x7ff6e838b180,580,CallUndefinedReceiver0
code-creation,BytecodeHandler,1,21671,0x7ff6e838b3e0,584,CallUndefinedReceiver1
code-creation,BytecodeHandler,1,21687,0x7ff6e838b640,600,CallUndefinedReceiver2
code-creation,BytecodeHandler,1,21702,0x7ff6e838b8a0,68,CallNoFeedback
code-creation,BytecodeHandler,1,21718,0x7ff6e838b900,568,CallWithSpread
code-creation,BytecodeHandler,1,21732,0x7ff6e838bb40,145,CallRuntime
code-creation,BytecodeHandler,1,21748,0x7ff6e838bbe0,181,CallRuntimeForPair
code-creation,BytecodeHandler,1,21763,0x7ff6e838bca0,72,CallJSRuntime
code-creation,BytecodeHandler,1,21778,0x7ff6e838bd00,1818,InvokeIntrinsic
code-creation,BytecodeHandler,1,21793,0x7ff6e838c420,1070,Construct
code-creation,BytecodeHandler,1,21811,0x7ff6e838c860,517,ConstructWithSpread
code-creation,BytecodeHandler,1,21829,0x7ff6e838ca80,1828,TestEqual
code-creation,BytecodeHandler,1,21844,0x7ff6e838d1c0,1057,TestEqualStrict
code-creation,BytecodeHandler,1,21859,0x7ff6e838d600,1948,TestLessThan
code-creation,BytecodeHandler,1,21874,0x7ff6e838dda0,1948,TestGreaterThan
code-creation,BytecodeHandler,1,21889,0x7ff6e838e540,1948,TestLessThanOrEqual
code-creation,BytecodeHandler,1,21905,0x7ff6e838ece0,1948,TestGreaterThanOrEqual
code-creation,BytecodeHandler,1,21921,0x7ff6e838f480,56,TestReferenceEqual
code-creation,BytecodeHandler,1,21936,0x7ff6e838f4c0,932,TestInstanceOf
code-creation,BytecodeHandler,1,21951,0x7ff6e838f880,177,TestIn
code-creation,BytecodeHandler,1,21966,0x7ff6e838f940,60,TestUndetectable
code-creation,BytecodeHandler,1,21981,0x7ff6e838f980,44,TestNull
code-creation,BytecodeHandler,1,21995,0x7ff6e838f9c0,44,TestUndefined
code-creation,BytecodeHandler,1,22011,0x7ff6e838fa00,344,TestTypeOf
code-creation,BytecodeHandler,1,22025,0x7ff6e838fb60,137,ToName
code-creation,BytecodeHandler,1,22040,0x7ff6e838fc00,229,ToNumber
code-creation,BytecodeHandler,1,22055,0x7ff6e838fd00,257,ToNumeric
code-creation,BytecodeHandler,1,22069,0x7ff6e838fe20,137,ToObject
code-creation,BytecodeHandler,1,22084,0x7ff6e838fec0,137,ToString
code-creation,BytecodeHandler,1,22099,0x7ff6e838ff60,394,CreateRegExpLiteral
code-creation,BytecodeHandler,1,22115,0x7ff6e8390100,1516,CreateArrayLiteral
code-creation,BytecodeHandler,1,22130,0x7ff6e8390700,113,CreateArrayFromIterable
code-creation,BytecodeHandler,1,22146,0x7ff6e8390780,870,CreateEmptyArrayLiteral
code-creation,BytecodeHandler,1,22162,0x7ff6e8390b00,2242,CreateObjectLiteral
code-creation,BytecodeHandler,1,22178,0x7ff6e83913e0,233,CreateEmptyObjectLiteral
code-creation,BytecodeHandler,1,22194,0x7ff6e83914e0,189,CloneObject
code-creation,BytecodeHandler,1,22211,0x7ff6e83915a0,370,GetTemplateObject
code-creation,BytecodeHandler,1,22227,0x7ff6e8391720,345,CreateClosure
code-creation,BytecodeHandler,1,22242,0x7ff6e8391880,141,CreateBlockContext
code-creation,BytecodeHandler,1,22258,0x7ff6e8391920,153,CreateCatchContext
code-creation,BytecodeHandler,1,22274,0x7ff6e83919c0,274,CreateFunctionContext
code-creation,BytecodeHandler,1,22293,0x7ff6e8391ae0,274,CreateEvalContext
code-creation,BytecodeHandler,1,22309,0x7ff6e8391c00,153,CreateWithContext
code-creation,BytecodeHandler,1,22324,0x7ff6e8391ca0,1800,CreateMappedArguments
code-creation,BytecodeHandler,1,22340,0x7ff6e83923c0,778,CreateUnmappedArguments
code-creation,BytecodeHandler,1,22356,0x7ff6e83926e0,734,CreateRestParameter
code-creation,BytecodeHandler,1,22372,0x7ff6e83929c0,532,JumpLoop
code-creation,BytecodeHandler,1,22387,0x7ff6e8392be0,52,Jump
code-creation,BytecodeHandler,1,22401,0x7ff6e8392c20,64,JumpConstant
code-creation,BytecodeHandler,1,22416,0x7ff6e8392c80,84,JumpIfNullConstant
code-creation,BytecodeHandler,1,22432,0x7ff6e8392ce0,84,JumpIfNotNullConstant
code-creation,BytecodeHandler,1,22447,0x7ff6e8392d40,84,JumpIfUndefinedConstant
code-creation,BytecodeHandler,1,22463,0x7ff6e8392da0,84,JumpIfNotUndefinedConstant
code-creation,BytecodeHandler,1,22479,0x7ff6e8392e00,92,JumpIfUndefinedOrNullConstant
code-creation,BytecodeHandler,1,22496,0x7ff6e8392e60,84,JumpIfTrueConstant
code-creation,BytecodeHandler,1,22511,0x7ff6e8392ec0,84,JumpIfFalseConstant
code-creation,BytecodeHandler,1,22527,0x7ff6e8392f20,96,JumpIfJSReceiverConstant
code-creation,BytecodeHandler,1,22543,0x7ff6e8392fa0,156,JumpIfToBooleanTrueConstant
code-creation,BytecodeHandler,1,22560,0x7ff6e8393040,156,JumpIfToBooleanFalseConstant
code-creation,BytecodeHandler,1,22576,0x7ff6e83930e0,144,JumpIfToBooleanTrue
code-creation,BytecodeHandler,1,22592,0x7ff6e8393180,144,JumpIfToBooleanFalse
code-creation,BytecodeHandler,1,22608,0x7ff6e8393220,72,JumpIfTrue
code-creation,BytecodeHandler,1,22623,0x7ff6e8393280,72,JumpIfFalse
code-creation,BytecodeHandler,1,22638,0x7ff6e83932e0,72,JumpIfNull
code-creation,BytecodeHandler,1,22652,0x7ff6e8393340,72,JumpIfNotNull
code-creation,BytecodeHandler,1,22667,0x7ff6e83933a0,72,JumpIfUndefined
code-creation,BytecodeHandler,1,22684,0x7ff6e8393400,72,JumpIfNotUndefined
code-creation,BytecodeHandler,1,22701,0x7ff6e8393460,80,JumpIfUndefinedOrNull
code-creation,BytecodeHandler,1,22717,0x7ff6e83934c0,84,JumpIfJSReceiver
code-creation,BytecodeHandler,1,22735,0x7ff6e8393520,116,SwitchOnSmiNoFeedback
code-creation,BytecodeHandler,1,22750,0x7ff6e83935a0,485,ForInEnumerate
code-creation,BytecodeHandler,1,22766,0x7ff6e83937a0,292,ForInPrepare
code-creation,BytecodeHandler,1,22780,0x7ff6e83938e0,68,ForInContinue
code-creation,BytecodeHandler,1,22795,0x7ff6e8393940,281,ForInNext
code-creation,BytecodeHandler,1,22810,0x7ff6e8393a60,56,ForInStep
code-creation,BytecodeHandler,1,22827,0x7ff6e8393aa0,44,SetPendingMessage
code-creation,BytecodeHandler,1,22842,0x7ff6e8393ae0,137,Throw
code-creation,BytecodeHandler,1,22857,0x7ff6e8393b80,137,ReThrow
code-creation,BytecodeHandler,1,22871,0x7ff6e8393c20,133,Return
code-creation,BytecodeHandler,1,22897,0x7ff6e8393cc0,177,ThrowReferenceErrorIfHole
code-creation,BytecodeHandler,1,22912,0x7ff6e8393d80,153,ThrowSuperNotCalledIfHole
code-creation,BytecodeHandler,1,22927,0x7ff6e8393e20,153,ThrowSuperAlreadyCalledIfNotHole
code-creation,BytecodeHandler,1,22942,0x7ff6e8393ec0,128,SwitchOnGeneratorState
code-creation,BytecodeHandler,1,22957,0x7ff6e8393f60,597,SuspendGenerator
code-creation,BytecodeHandler,1,22977,0x7ff6e83941c0,136,ResumeGenerator
code-creation,BytecodeHandler,1,22991,0x7ff6e8394260,173,GetIterator
code-creation,BytecodeHandler,1,23005,0x7ff6e8394320,125,Debugger
code-creation,BytecodeHandler,1,23027,0x7ff6e83943a0,145,IncBlockCounter
code-creation,BytecodeHandler,1,23042,0x7ff6e8394440,77,Abort
code-creation,BytecodeHandler,1,23057,0x7ff6e83944a0,81,Illegal
code-creation,BytecodeHandler,1,23077,0x7ff6e8394500,282,DebugBreak1.Wide
code-creation,BytecodeHandler,1,23094,0x7ff6e8394620,282,DebugBreak2.Wide
code-creation,BytecodeHandler,1,23142,0x7ff6e8394740,282,DebugBreak3.Wide
code-creation,BytecodeHandler,1,23161,0x7ff6e8394860,282,DebugBreak4.Wide
code-creation,BytecodeHandler,1,23178,0x7ff6e8394980,282,DebugBreak5.Wide
code-creation,BytecodeHandler,1,23194,0x7ff6e8394aa0,282,DebugBreak6.Wide
code-creation,BytecodeHandler,1,23209,0x7ff6e8394bc0,40,LdaSmi.Wide
code-creation,BytecodeHandler,1,23225,0x7ff6e8394c00,40,LdaConstant.Wide
code-creation,BytecodeHandler,1,23240,0x7ff6e8394c40,3944,LdaGlobal.Wide
code-creation,BytecodeHandler,1,23256,0x7ff6e8395bc0,3858,LdaGlobalInsideTypeof.Wide
code-creation,BytecodeHandler,1,23272,0x7ff6e8396ae0,241,StaGlobal.Wide
code-creation,BytecodeHandler,1,23288,0x7ff6e8396be0,48,PushContext.Wide
code-creation,BytecodeHandler,1,23304,0x7ff6e8396c20,44,PopContext.Wide
code-creation,BytecodeHandler,1,23319,0x7ff6e8396c60,72,LdaContextSlot.Wide
code-creation,BytecodeHandler,1,23335,0x7ff6e8396cc0,72,LdaImmutableContextSlot.Wide
code-creation,BytecodeHandler,1,23352,0x7ff6e8396d20,44,LdaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,23368,0x7ff6e8396d60,44,LdaImmutableCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,23385,0x7ff6e8396da0,152,StaContextSlot.Wide
code-creation,BytecodeHandler,1,23401,0x7ff6e8396e40,124,StaCurrentContextSlot.Wide
code-creation,BytecodeHandler,1,23418,0x7ff6e8396ec0,149,LdaLookupSlot.Wide
code-creation,BytecodeHandler,1,23434,0x7ff6e8396f60,245,LdaLookupContextSlot.Wide
code-creation,BytecodeHandler,1,23450,0x7ff6e8397060,4058,LdaLookupGlobalSlot.Wide
code-creation,BytecodeHandler,1,23466,0x7ff6e8398040,149,LdaLookupSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,23483,0x7ff6e83980e0,245,LdaLookupContextSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,23500,0x7ff6e83981e0,3964,LdaLookupGlobalSlotInsideTypeof.Wide
code-creation,BytecodeHandler,1,23517,0x7ff6e8399160,241,StaLookupSlot.Wide
code-creation,BytecodeHandler,1,23533,0x7ff6e8399260,40,Ldar.Wide
code-creation,BytecodeHandler,1,23548,0x7ff6e83992a0,40,Star.Wide
code-creation,BytecodeHandler,1,23563,0x7ff6e83992e0,48,Mov.Wide
code-creation,BytecodeHandler,1,23578,0x7ff6e8399320,4126,LdaNamedProperty.Wide
code-creation,BytecodeHandler,1,23597,0x7ff6e839a340,145,LdaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,23615,0x7ff6e839a3e0,181,LdaKeyedProperty.Wide
code-creation,BytecodeHandler,1,23632,0x7ff6e839a4a0,140,LdaModuleVariable.Wide
code-creation,BytecodeHandler,1,23648,0x7ff6e839a540,321,StaModuleVariable.Wide
code-creation,BytecodeHandler,1,23664,0x7ff6e839a6a0,197,StaNamedProperty.Wide
code-creation,BytecodeHandler,1,23680,0x7ff6e839a780,161,StaNamedPropertyNoFeedback.Wide
code-creation,BytecodeHandler,1,23696,0x7ff6e839a840,197,StaNamedOwnProperty.Wide
code-creation,BytecodeHandler,1,23714,0x7ff6e839a920,189,StaKeyedProperty.Wide
code-creation,BytecodeHandler,1,23730,0x7ff6e839a9e0,189,StaInArrayLiteral.Wide
code-creation,BytecodeHandler,1,23746,0x7ff6e839aaa0,221,StaDataPropertyInLiteral.Wide
code-creation,BytecodeHandler,1,23762,0x7ff6e839ab80,185,CollectTypeProfile.Wide
code-creation,BytecodeHandler,1,23779,0x7ff6e839ac40,1154,Add.Wide
code-creation,BytecodeHandler,1,23798,0x7ff6e839b0e0,1238,Sub.Wide
code-creation,BytecodeHandler,1,23813,0x7ff6e839b5c0,1078,Mul.Wide
code-creation,BytecodeHandler,1,23828,0x7ff6e839ba00,1090,Div.Wide
code-creation,BytecodeHandler,1,23843,0x7ff6e839be60,998,Mod.Wide
code-creation,BytecodeHandler,1,23858,0x7ff6e839c260,205,Exp.Wide
code-creation,BytecodeHandler,1,23872,0x7ff6e839c340,972,BitwiseOr.Wide
code-creation,BytecodeHandler,1,23888,0x7ff6e839c720,988,BitwiseXor.Wide
code-creation,BytecodeHandler,1,23903,0x7ff6e839cb00,988,BitwiseAnd.Wide
code-creation,BytecodeHandler,1,23918,0x7ff6e839cee0,1000,ShiftLeft.Wide
code-creation,BytecodeHandler,1,23933,0x7ff6e839d2e0,1000,ShiftRight.Wide
code-creation,BytecodeHandler,1,23949,0x7ff6e839d6e0,1138,ShiftRightLogical.Wide
code-creation,BytecodeHandler,1,23965,0x7ff6e839db60,962,AddSmi.Wide
code-creation,BytecodeHandler,1,23980,0x7ff6e839df40,1010,SubSmi.Wide
code-creation,BytecodeHandler,1,23995,0x7ff6e839e340,874,MulSmi.Wide
code-creation,BytecodeHandler,1,24010,0x7ff6e839e6c0,918,DivSmi.Wide
code-creation,BytecodeHandler,1,24025,0x7ff6e839ea60,790,ModSmi.Wide
code-creation,BytecodeHandler,1,24040,0x7ff6e839ed80,209,ExpSmi.Wide
code-creation,BytecodeHandler,1,24055,0x7ff6e839ee60,532,BitwiseOrSmi.Wide
code-creation,BytecodeHandler,1,24071,0x7ff6e839f080,532,BitwiseXorSmi.Wide
code-creation,BytecodeHandler,1,24087,0x7ff6e839f2a0,532,BitwiseAndSmi.Wide
code-creation,BytecodeHandler,1,24103,0x7ff6e839f4c0,532,ShiftLeftSmi.Wide
code-creation,BytecodeHandler,1,24119,0x7ff6e839f6e0,532,ShiftRightSmi.Wide
code-creation,BytecodeHandler,1,24135,0x7ff6e839f900,698,ShiftRightLogicalSmi.Wide
code-creation,BytecodeHandler,1,24151,0x7ff6e839fbc0,593,Inc.Wide
code-creation,BytecodeHandler,1,24166,0x7ff6e839fe20,593,Dec.Wide
code-creation,BytecodeHandler,1,24181,0x7ff6e83a0080,629,Negate.Wide
code-creation,BytecodeHandler,1,24196,0x7ff6e83a0300,544,BitwiseNot.Wide
code-creation,BytecodeHandler,1,24211,0x7ff6e83a0540,145,DeletePropertyStrict.Wide
code-creation,BytecodeHandler,1,24228,0x7ff6e83a05e0,137,DeletePropertySloppy.Wide
code-creation,BytecodeHandler,1,24244,0x7ff6e83a0680,125,GetSuperConstructor.Wide
code-creation,BytecodeHandler,1,24264,0x7ff6e83a0700,572,CallAnyReceiver.Wide
code-creation,BytecodeHandler,1,24280,0x7ff6e83a0940,572,CallProperty.Wide
code-creation,BytecodeHandler,1,24296,0x7ff6e83a0b80,580,CallProperty0.Wide
code-creation,BytecodeHandler,1,24312,0x7ff6e83a0de0,596,CallProperty1.Wide
code-creation,BytecodeHandler,1,24340,0x7ff6e83a1040,608,CallProperty2.Wide
code-creation,BytecodeHandler,1,24355,0x7ff6e83a12c0,572,CallUndefinedReceiver.Wide
code-creation,BytecodeHandler,1,24370,0x7ff6e83a1500,584,CallUndefinedReceiver0.Wide
code-creation,BytecodeHandler,1,24385,0x7ff6e83a1760,588,CallUndefinedReceiver1.Wide
code-creation,BytecodeHandler,1,24400,0x7ff6e83a19c0,600,CallUndefinedReceiver2.Wide
code-creation,BytecodeHandler,1,24415,0x7ff6e83a1c20,72,CallNoFeedback.Wide
code-creation,BytecodeHandler,1,24430,0x7ff6e83a1c80,572,CallWithSpread.Wide
code-creation,BytecodeHandler,1,24445,0x7ff6e83a1ec0,149,CallRuntime.Wide
code-creation,BytecodeHandler,1,24465,0x7ff6e83a1f60,193,CallRuntimeForPair.Wide
code-creation,BytecodeHandler,1,24483,0x7ff6e83a2040,76,CallJSRuntime.Wide
code-creation,BytecodeHandler,1,24498,0x7ff6e83a20a0,1822,InvokeIntrinsic.Wide
code-creation,BytecodeHandler,1,24514,0x7ff6e83a27c0,1046,Construct.Wide
code-creation,BytecodeHandler,1,24536,0x7ff6e83a2be0,493,ConstructWithSpread.Wide
code-creation,BytecodeHandler,1,24552,0x7ff6e83a2de0,1856,TestEqual.Wide
code-creation,BytecodeHandler,1,24573,0x7ff6e83a3540,1065,TestEqualStrict.Wide
code-creation,BytecodeHandler,1,24589,0x7ff6e83a3980,1808,TestLessThan.Wide
code-creation,BytecodeHandler,1,24605,0x7ff6e83a40a0,1808,TestGreaterThan.Wide
code-creation,BytecodeHandler,1,24622,0x7ff6e83a47c0,1808,TestLessThanOrEqual.Wide
code-creation,BytecodeHandler,1,24638,0x7ff6e83a4ee0,1808,TestGreaterThanOrEqual.Wide
code-creation,BytecodeHandler,1,24654,0x7ff6e83a5600,56,TestReferenceEqual.Wide
code-creation,BytecodeHandler,1,24671,0x7ff6e83a5640,940,TestInstanceOf.Wide
code-creation,BytecodeHandler,1,24686,0x7ff6e83a5a00,181,TestIn.Wide
code-creation,BytecodeHandler,1,24701,0x7ff6e83a5ac0,141,ToName.Wide
code-creation,BytecodeHandler,1,24716,0x7ff6e83a5b60,233,ToNumber.Wide
code-creation,BytecodeHandler,1,24731,0x7ff6e83a5c60,257,ToNumeric.Wide
code-creation,BytecodeHandler,1,24746,0x7ff6e83a5d80,141,ToObject.Wide
code-creation,BytecodeHandler,1,24762,0x7ff6e83a5e20,398,CreateRegExpLiteral.Wide
code-creation,BytecodeHandler,1,24778,0x7ff6e83a5fc0,1540,CreateArrayLiteral.Wide
code-creation,BytecodeHandler,1,24794,0x7ff6e83a65e0,870,CreateEmptyArrayLiteral.Wide
code-creation,BytecodeHandler,1,24810,0x7ff6e83a6960,2262,CreateObjectLiteral.Wide
code-creation,BytecodeHandler,1,24827,0x7ff6e83a7240,193,CloneObject.Wide
code-creation,BytecodeHandler,1,24843,0x7ff6e83a7320,374,GetTemplateObject.Wide
code-creation,BytecodeHandler,1,24859,0x7ff6e83a74a0,341,CreateClosure.Wide
code-creation,BytecodeHandler,1,24875,0x7ff6e83a7600,145,CreateBlockContext.Wide
code-creation,BytecodeHandler,1,24891,0x7ff6e83a76a0,157,CreateCatchContext.Wide
code-creation,BytecodeHandler,1,24907,0x7ff6e83a7740,274,CreateFunctionContext.Wide
code-creation,BytecodeHandler,1,24924,0x7ff6e83a7860,274,CreateEvalContext.Wide
code-creation,BytecodeHandler,1,24939,0x7ff6e83a7980,157,CreateWithContext.Wide
code-creation,BytecodeHandler,1,24955,0x7ff6e83a7a20,540,JumpLoop.Wide
code-creation,BytecodeHandler,1,24970,0x7ff6e83a7c40,52,Jump.Wide
code-creation,BytecodeHandler,1,24985,0x7ff6e83a7c80,64,JumpConstant.Wide
code-creation,BytecodeHandler,1,25001,0x7ff6e83a7ce0,84,JumpIfNullConstant.Wide
code-creation,BytecodeHandler,1,25017,0x7ff6e83a7d40,84,JumpIfNotNullConstant.Wide
code-creation,BytecodeHandler,1,25034,0x7ff6e83a7da0,84,JumpIfUndefinedConstant.Wide
code-creation,BytecodeHandler,1,25050,0x7ff6e83a7e00,84,JumpIfNotUndefinedConstant.Wide
code-creation,BytecodeHandler,1,25067,0x7ff6e83a7e60,92,JumpIfUndefinedOrNullConstant.Wide
code-creation,BytecodeHandler,1,25084,0x7ff6e83a7ec0,84,JumpIfTrueConstant.Wide
code-creation,BytecodeHandler,1,25100,0x7ff6e83a7f20,84,JumpIfFalseConstant.Wide
code-creation,BytecodeHandler,1,25116,0x7ff6e83a7f80,96,JumpIfJSReceiverConstant.Wide
code-creation,BytecodeHandler,1,25133,0x7ff6e83a8000,156,JumpIfToBooleanTrueConstant.Wide
code-creation,BytecodeHandler,1,25149,0x7ff6e83a80a0,156,JumpIfToBooleanFalseConstant.Wide
code-creation,BytecodeHandler,1,25166,0x7ff6e83a8140,144,JumpIfToBooleanTrue.Wide
code-creation,BytecodeHandler,1,25182,0x7ff6e83a81e0,144,JumpIfToBooleanFalse.Wide
code-creation,BytecodeHandler,1,25198,0x7ff6e83a8280,72,JumpIfTrue.Wide
code-creation,BytecodeHandler,1,25214,0x7ff6e83a82e0,72,JumpIfFalse.Wide
code-creation,BytecodeHandler,1,25230,0x7ff6e83a8340,72,JumpIfNull.Wide
code-creation,BytecodeHandler,1,25245,0x7ff6e83a83a0,72,JumpIfNotNull.Wide
code-creation,BytecodeHandler,1,25264,0x7ff6e83a8400,72,JumpIfUndefined.Wide
code-creation,BytecodeHandler,1,25280,0x7ff6e83a8460,72,JumpIfNotUndefined.Wide
code-creation,BytecodeHandler,1,25300,0x7ff6e83a84c0,80,JumpIfUndefinedOrNull.Wide
code-creation,BytecodeHandler,1,25319,0x7ff6e83a8520,84,JumpIfJSReceiver.Wide
code-creation,BytecodeHandler,1,25336,0x7ff6e83a8580,116,SwitchOnSmiNoFeedback.Wide
code-creation,BytecodeHandler,1,25353,0x7ff6e83a8600,489,ForInEnumerate.Wide
code-creation,BytecodeHandler,1,25369,0x7ff6e83a8800,292,ForInPrepare.Wide
code-creation,BytecodeHandler,1,25385,0x7ff6e83a8940,68,ForInContinue.Wide
code-creation,BytecodeHandler,1,25401,0x7ff6e83a89a0,281,ForInNext.Wide
code-creation,BytecodeHandler,1,25416,0x7ff6e83a8ac0,56,ForInStep.Wide
code-creation,BytecodeHandler,1,25431,0x7ff6e83a8b00,181,ThrowReferenceErrorIfHole.Wide
code-creation,BytecodeHandler,1,25448,0x7ff6e83a8bc0,128,SwitchOnGeneratorState.Wide
code-creation,BytecodeHandler,1,25464,0x7ff6e83a8c60,609,SuspendGenerator.Wide
code-creation,BytecodeHandler,1,25480,0x7ff6e83a8ee0,136,ResumeGenerator.Wide
code-creation,BytecodeHandler,1,25496,0x7ff6e83a8f80,177,GetIterator.Wide
code-creation,BytecodeHandler,1,25512,0x7ff6e83a9040,149,IncBlockCounter.Wide
code-creation,BytecodeHandler,1,25528,0x7ff6e83a90e0,77,Abort.Wide
code-creation,BytecodeHandler,1,25543,0x7ff6e83a9140,282,DebugBreak1.ExtraWide
code-creation,BytecodeHandler,1,25559,0x7ff6e83a9260,282,DebugBreak2.ExtraWide
code-creation,BytecodeHandler,1,25575,0x7ff6e83a9380,282,DebugBreak3.ExtraWide
code-creation,BytecodeHandler,1,25592,0x7ff6e83a94a0,282,DebugBreak4.ExtraWide
code-creation,BytecodeHandler,1,25608,0x7ff6e83a95c0,282,DebugBreak5.ExtraWide
code-creation,BytecodeHandler,1,25624,0x7ff6e83a96e0,282,DebugBreak6.ExtraWide
code-creation,BytecodeHandler,1,25640,0x7ff6e83a9800,36,LdaSmi.ExtraWide
code-creation,BytecodeHandler,1,25656,0x7ff6e83a9840,40,LdaConstant.ExtraWide
code-creation,BytecodeHandler,1,25672,0x7ff6e83a9880,3932,LdaGlobal.ExtraWide
code-creation,BytecodeHandler,1,25688,0x7ff6e83aa7e0,3850,LdaGlobalInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,25705,0x7ff6e83ab700,241,StaGlobal.ExtraWide
code-creation,BytecodeHandler,1,25721,0x7ff6e83ab800,44,PushContext.ExtraWide
code-creation,BytecodeHandler,1,25737,0x7ff6e83ab840,40,PopContext.ExtraWide
code-creation,BytecodeHandler,1,25753,0x7ff6e83ab880,68,LdaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25769,0x7ff6e83ab8e0,68,LdaImmutableContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25789,0x7ff6e83ab940,44,LdaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25806,0x7ff6e83ab980,44,LdaImmutableCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25823,0x7ff6e83ab9c0,148,StaContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25839,0x7ff6e83aba60,124,StaCurrentContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25856,0x7ff6e83abae0,145,LdaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,25874,0x7ff6e83abb80,241,LdaLookupContextSlot.ExtraWide
code-creation,BytecodeHandler,1,25890,0x7ff6e83abc80,4046,LdaLookupGlobalSlot.ExtraWide
code-creation,BytecodeHandler,1,25907,0x7ff6e83acc60,145,LdaLookupSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,25924,0x7ff6e83acd00,241,LdaLookupContextSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,25950,0x7ff6e83ace00,3956,LdaLookupGlobalSlotInsideTypeof.ExtraWide
code-creation,BytecodeHandler,1,25966,0x7ff6e83add80,241,StaLookupSlot.ExtraWide
code-creation,BytecodeHandler,1,25982,0x7ff6e83ade80,40,Ldar.ExtraWide
code-creation,BytecodeHandler,1,25996,0x7ff6e83adec0,36,Star.ExtraWide
code-creation,BytecodeHandler,1,26010,0x7ff6e83adf00,48,Mov.ExtraWide
code-creation,BytecodeHandler,1,26033,0x7ff6e83adf40,4110,LdaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,26050,0x7ff6e83aef60,145,LdaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,26071,0x7ff6e83af000,177,LdaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,26088,0x7ff6e83af0c0,136,LdaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,26105,0x7ff6e83af160,317,StaModuleVariable.ExtraWide
code-creation,BytecodeHandler,1,26122,0x7ff6e83af2a0,193,StaNamedProperty.ExtraWide
code-creation,BytecodeHandler,1,26139,0x7ff6e83af380,157,StaNamedPropertyNoFeedback.ExtraWide
code-creation,BytecodeHandler,1,26159,0x7ff6e83af420,193,StaNamedOwnProperty.ExtraWide
code-creation,BytecodeHandler,1,26176,0x7ff6e83af500,189,StaKeyedProperty.ExtraWide
code-creation,BytecodeHandler,1,26193,0x7ff6e83af5c0,189,StaInArrayLiteral.ExtraWide
code-creation,BytecodeHandler,1,26209,0x7ff6e83af680,217,StaDataPropertyInLiteral.ExtraWide
code-creation,BytecodeHandler,1,26226,0x7ff6e83af760,185,CollectTypeProfile.ExtraWide
code-creation,BytecodeHandler,1,26243,0x7ff6e83af820,1150,Add.ExtraWide
code-creation,BytecodeHandler,1,26258,0x7ff6e83afca0,1238,Sub.ExtraWide
code-creation,BytecodeHandler,1,26273,0x7ff6e83b0180,1074,Mul.ExtraWide
code-creation,BytecodeHandler,1,26288,0x7ff6e83b05c0,1090,Div.ExtraWide
